year,municipio,geoid,total_population,total_population_moe,total_population_16plus,total_population_16plus_moe,total_housing_units,total_housing_units_moe,unemployment_rate_pct,unemployment_rate_moe,labor_force_participation_pct,labor_force_participation_moe,median_income_nominal,median_income_real,median_income_moe,cpi,total_population_25plus,hs_graduate_pct,hs_graduate_count,hs_graduate_moe,bachelors_plus_pct,bachelors_count,doctorate_count,doctorate_moe,establishment_count,uninsured_pct,uninsured_moe,poverty_rate_pct,unemployment_rate_pct.1,per_capita_income,no_hs_diploma_pct,under_18_pct,over_65_pct,disability_pct,single_parent_pct,minority_pct,limited_english_pct,multi_unit_housing_pct,mobile_homes_pct,crowding_pct,no_vehicle_pct,group_quarters_count,pct_group_quarters,lat,lon,max_wind_knots,max_seismic_mag,target_pop_change,vulnerability_index
2013,Cidra,72041,43238,0,33938,123,15648,171,13.1,0,53.4,0,24224,33960.97,1542,232.95,28210,72.8,9249,592.4229908,21.4,6051,130,76.0,340.0,93.1,1.0,38.9,13.06,11341,27.58,24.25,12.77,28.89,17.79,99.75,18.42,2.0,0.18,6.9,15.12,159,0.37,18.1758,-66.1617,0.0,0.0,-0.40539917998801966,-1.1073467628951372
2014,Cidra,72041,42878,0,33892,154,15998,165,13.6,0,51.9,0,23452,32355.96,1184,236.72,28284,73.8,9326,572.9616043,21.8,6153,159,82.0,333.0,93.4,0.9,38.93,13.62,11572,26.57,23.62,13.45,29.55,17.48,99.73,18.74,2.01,0.44,6.8,13.89,169,0.39,18.1758,-66.1617,0.0,0.0,-0.8326009528655365,-1.3105982355777765
2015,Cidra,72041,42298,0,33640,124,16328,168,13.7,0,51.8,0,23315,32128.03,1332,237.0,28174,76.1,9208,545.241231,22.6,6374,148,75.0,329.0,5.9,1.0,39.24,13.68,11678,24.31,23.1,14.02,28.5,16.73,99.7,20.78,2.07,0.39,5.8,12.62,168,0.4,18.1758,-66.1617,0.0,0.0,-1.3526750314846736,-1.5748906119768666
2016,Cidra,72041,41782,0,33551,118,16213,194,16.5,0,48.8,0,21846,29727.0,1272,240.01,28195,76.0,9081,603.2346144,23.1,6509,156,73.0,318.0,5.0,1.0,41.98,16.54,11107,24.4,22.38,14.79,28.18,15.71,99.71,0.0,1.84,0.33,4.76,13.7,177,0.42,18.1758,-66.1617,0.0,4.6,-1.2199158352640738,-1.1294082834751729
2017,Cidra,72041,41181,0,33252,146,15950,242,16.9,0,47.4,0,20389,27165.37,1458,245.12,28125,75.3,8670,538.9666038,22.8,6407,153,69.0,318.0,5.2,1.0,43.17,16.88,10965,25.1,21.75,15.52,28.32,14.4,99.74,0.0,1.77,0.45,4.24,15.05,163,0.4,18.1758,-66.1617,135.0,0.0,-1.4384184577090564,-0.8350019270353249
2018,Cidra,72041,40343,0,32835,174,15825,247,16.9,0,44.9,0,19949,25946.3,1394,251.1,27926,76.0,8610,649.4220507,23.5,6554,186,87.0,335.0,5.0,1.0,42.55,16.94,11079,24.39,21.0,16.31,28.8,13.1,99.63,0.0,1.63,0.5,3.14,15.17,174,0.43,18.1758,-66.1617,0.0,0.0,-2.0349190160510955,-0.9276458235106401
2019,Cidra,72041,39607,0,32576,169,15834,249,15.1,0,43.3,0,19726,25199.33,1328,255.65,27775,76.1,8603,585.527113,23.9,6629,389,145.0,341.0,4.9,1.3,44.73,15.06,10980,24.32,20.28,17.09,29.72,12.42,99.66,0.0,1.43,0.15,2.2,14.53,170,0.43,18.1758,-66.1617,40.0,4.6,-1.8243561460476454,-0.97761546801171
2020,Cidra,72041,38977,0,32443,144,15893,266,12.7,0,41.7,0,20664,26070.95,1517,258.86,27688,77.2,8654,647.9575603,24.4,6758,414,146.0,365.0,5.3,1.3,43.35,12.66,11566,23.17,19.54,17.95,31.36,11.95,99.65,0.0,1.35,0.1,2.29,14.45,164,0.42,18.1758,-66.1617,45.0,0.0,-1.590627919307197,-1.3216422886498276
2021,Cidra,72041,40125,0,33584,187,16129,224,7.5,0,41.6,0,23327,28114.63,1182,270.97,28848,77.7,9378,765.3731116,24.3,7011,396,178.0,380.0,6.6,1.3,39.93,7.5,12639,22.69,18.86,18.84,33.29,11.5,99.68,0.0,1.6,0.11,2.37,12.5,157,0.39,18.1758,-66.1617,35.0,0.0,2.945326731149134,-2.0945095150160564
2022,Cidra,72041,39831,0,33585,167,16449,390,6.3,0,41.1,0,25580,28548.76,1336,292.63,29002,79.4,9587,760.6056797,26.0,7552,452,149.0,412.0,5.6,1.3,39.03,6.28,14451,21.03,18.14,19.79,34.87,11.71,99.8,20.82,1.63,0.0,2.41,11.53,176,0.44,18.1758,-66.1617,75.0,0.0,-0.7327102803738272,-2.4848728868669068
2023,Cidra,72041,39765,0,33722,153,16678,449,5.4,0,42.5,0,27149,29098.95,1736,304.7,29256,80.5,10051,709.8034939,26.2,7658,459,177.0,432.0,5.8,1.5,36.25,5.36,15571,19.85,17.55,20.5,36.14,13.02,99.9,20.16,1.48,0.0,2.36,10.39,194,0.49,18.1758,-66.1617,0.0,0.0,-0.1657000828500399,-2.9531347717771697
2024,Cidra,72041,39643,0,33897,146,17287,399,6.3,0,43.5,0,29246,30447.72,1742,313.7,29504,81.4,10073,662.649983,27.2,8031,307,150.0,,5.0,1.1,34.72,6.27,17010,19.03,16.87,21.28,35.76,12.7,99.86,19.21,2.18,0.0,2.78,9.37,206,0.52,18.1758,-66.1617,0.0,0.0,-0.306802464478817,-3.1716880654071047
2011,Coamo,72043,40433,0,30793,128,14797,177,12.9,0,40.9,0,16347,23735.83,1130,224.92,25402,46.4,7268,433.6726876,17.8,4518,132,79.0569415,267.0,0.0,0.0,52.45,12.94,8100,33.36,27.02,12.72,0.0,15.53,99.79,29.13,4.36,0.0,6.1,18.1,114,0.0,18.0855,-66.3579,65.0,0.0,0.5070968704168566,1.2252751778143227
2012,Coamo,72043,40577,0,31290,114,14995,155,13.3,0,40.3,0,16658,23696.14,1269,229.59,25792,67.0,7656,573.4457254,18.2,4690,143,74.0,256.0,0.0,0.0,53.13,13.32,8317,33.4,26.34,13.12,27.97,16.79,99.69,30.65,3.63,0.0,5.35,16.76,110,0.27,18.0855,-66.3579,0.0,0.0,0.35614473326244234,0.4546931242035639
2013,Coamo,72043,40579,0,31614,108,15521,207,13.4,0,40.7,0,17645,24737.51,947,232.95,26150,68.8,7887,518.8699259,18.8,4920,135,81.0,263.0,94.4,1.0,51.3,13.4,8912,31.68,25.61,13.57,26.91,18.73,99.76,31.05,3.36,0.0,5.54,15.24,119,0.29,18.0855,-66.3579,0.0,0.0,0.004928900608724973,0.06966932885291764
2014,Coamo,72043,40496,0,31849,118,16049,178,13.4,0,41.3,0,17938,24748.48,1060,236.72,26507,69.7,8104,493.9514146,19.2,5100,145,80.0,277.0,94.1,1.1,50.03,13.38,9311,30.77,24.8,14.15,25.97,20.1,99.8,31.43,3.38,0.0,5.7,15.35,125,0.31,18.0855,-66.3579,0.0,0.0,-0.20453929372334922,-0.04562814992471422
2015,Coamo,72043,40293,0,31992,96,16427,204,11.5,0,41.0,0,18233,25125.04,1038,237.0,26801,71.2,8657,614.7812619,21.0,5639,259,118.0,261.0,5.2,1.2,49.38,11.54,9634,29.24,24.01,14.73,24.35,19.53,99.78,31.4,3.22,0.0,5.86,15.72,120,0.3,18.0855,-66.3579,45.0,0.0,-0.5012840774397453,-0.2183117648437279
2016,Coamo,72043,40090,0,32183,98,16380,177,10.4,0,40.3,0,18453,25109.97,1358,240.01,27152,71.9,8915,651.3562773,21.1,5717,254,117.0,262.0,4.8,1.1,49.27,10.36,9699,28.51,23.1,15.45,24.16,19.51,99.42,0.0,3.14,0.0,4.96,15.07,113,0.28,18.0855,-66.3579,0.0,0.0,-0.5038095947186849,-0.4030808277068908
2017,Coamo,72043,39796,0,32190,126,16462,233,8.2,0,39.3,0,19110,25461.29,2063,245.12,27431,74.3,9596,654.9022828,20.3,5576,258,130.0,250.0,5.0,1.2,48.31,8.2,10307,26.1,22.21,16.12,24.5,17.58,99.54,0.0,3.59,0.0,5.33,15.29,114,0.29,18.0855,-66.3579,135.0,0.0,-0.7333499625841844,-0.7430143678398917
2018,Coamo,72043,39265,0,32070,151,16305,242,7.4,0,39.2,0,19833,25795.43,2057,251.1,27552,75.5,9921,686.9133861,21.5,5929,297,141.0,250.0,4.5,1.2,46.96,7.42,10761,24.88,21.25,16.81,24.64,16.06,99.45,0.0,3.23,0.0,4.11,14.4,109,0.28,18.0855,-66.3579,0.0,0.0,-1.334304955271881,-1.063718245772541
2019,Coamo,72043,38906,0,32061,131,16204,244,6.1,0,38.5,0,19692,25155.9,1707,255.65,27763,77.9,10461,779.4934252,21.9,6081,401,163.0,255.0,3.7,1.1,46.03,6.1,11063,22.52,20.34,17.51,26.78,14.45,99.37,0.0,3.63,0.11,3.69,13.98,108,0.28,18.0855,-66.3579,40.0,4.6,-0.9143002674137257,-1.4682142997242766
2020,Coamo,72043,38603,0,32160,147,16170,225,6.9,0,38.2,0,18319,23112.35,2281,258.86,28010,78.9,10908,822.1921916,21.0,5876,265,145.0,260.0,4.2,1.4,48.49,6.9,10700,21.49,19.4,18.24,28.59,13.1,99.3,0.0,4.38,0.12,3.04,14.43,107,0.28,18.0855,-66.3579,45.0,5.6,-0.7788001850614346,-1.3478466016121573
2021,Coamo,72043,35268,0,29581,139,16120,228,7.3,0,39.8,0,19267,23221.36,2335,270.97,25865,80.7,10081,894.3019624,23.0,5942,291,158.0,274.0,4.3,1.2,49.58,7.32,11454,19.71,18.8,19.0,30.42,12.69,99.7,0.0,4.83,0.14,3.45,13.81,95,0.27,18.0855,-66.3579,35.0,4.2,-8.63922493070487,-1.5102016816336492
2022,Coamo,72043,34557,0,29180,139,15971,508,7.4,0,40.6,0,20569,22956.19,2208,292.63,25766,82.4,10341,810.0253082,23.0,5929,343,168.0,289.0,3.6,1.0,49.85,7.45,12371,18.07,17.86,20.0,31.42,12.08,99.7,34.43,5.17,0.14,2.59,12.54,138,0.4,18.0855,-66.3579,75.0,4.22,-2.0159918339571314,-1.7795703290190297
2023,Coamo,72043,34294,0,29186,139,16061,492,7.0,0,40.9,0,20797,22290.72,2213,304.7,25907,81.9,10325,862.2296678,22.7,5888,336,161.0,300.0,3.3,1.0,51.96,7.04,12686,18.52,17.11,20.75,32.09,12.34,99.81,34.22,5.44,0.16,2.68,12.52,154,0.45,18.0855,-66.3579,0.0,4.45,-0.7610614347310252,-1.6500016576792578
2024,Coamo,72043,33998,0,29170,131,16674,586,7.1,0,42.5,0,22045,22950.83,1944,313.7,25997,82.8,10418,807.9962871,23.4,6086,257,114.0,,3.9,1.1,50.24,7.06,14023,17.68,16.38,21.59,30.39,13.84,99.95,33.91,5.4,0.03,3.22,11.01,209,0.61,18.0855,-66.3579,0.0,0.0,-0.8631247448533275,-1.9431861856510293
2011,Comerío,72045,20778,0,16006,102,7755,135,10.2,0,34.5,0,12910,18745.31,1013,224.92,13098,40.5,3533,322.3864141,13.5,1774,0,130.1076477,88.0,0.0,0.0,56.73,10.21,6830,41.67,25.82,12.82,0.0,15.93,99.63,10.61,2.79,0.0,10.52,22.22,38,0.0,18.2183,-66.2257,65.0,0.0,0.02406970586819046,2.458488985599814
2012,Comerío,72045,20745,0,16135,99,7524,104,10.1,0,33.1,0,12481,17754.32,1261,229.59,13198,60.1,3555,382.8837944,14.2,1875,0,24.0,83.0,0.0,0.0,59.12,10.14,6999,40.76,25.23,13.29,21.58,14.99,99.61,11.36,2.74,0.0,9.42,23.76,30,0.14,18.2183,-66.2257,0.0,0.0,-0.15882183078256285,2.1724837318584607
2013,Comerío,72045,20676,0,16211,103,7623,104,11.5,0,33.1,0,12615,17685.67,1434,232.95,13304,60.0,3764,476.0042017,13.3,1763,16,26.0,88.0,94.1,1.5,59.3,11.53,6803,40.83,24.56,13.84,23.06,14.99,99.73,12.61,3.2,0.0,9.28,22.02,24,0.12,18.2183,-66.2257,0.0,0.0,-0.3326102675343501,2.0303338394655435
2014,Comerío,72045,20533,0,16220,98,7704,123,14.2,0,35.6,0,13680,18873.85,1614,236.72,13361,61.0,4045,421.9881515,12.0,1601,17,28.0,87.0,94.0,1.6,57.34,14.23,7152,39.85,23.89,14.49,25.75,15.13,99.92,12.05,4.02,0.0,8.54,23.54,17,0.08,18.2183,-66.2257,0.0,0.0,-0.6916231379377025,2.0656517458523287
2015,Comerío,72045,20339,0,16189,99,7777,129,20.6,0,37.1,0,13124,18084.85,989,237.0,13398,62.2,4213,424.4066446,12.3,1644,19,30.0,95.0,4.9,1.5,60.02,20.59,7076,38.68,23.28,15.14,27.38,15.97,99.88,15.5,5.43,0.0,7.3,22.77,15,0.07,18.2183,-66.2257,0.0,0.0,-0.9448205328008608,2.336172210363355
2016,Comerío,72045,20153,0,16157,106,7625,140,22.0,0,38.2,0,13164,17912.95,1214,240.01,13463,61.8,4216,383.6313334,12.3,1654,21,33.0,97.0,4.0,1.3,61.01,22.04,6975,39.03,22.56,15.88,29.02,16.31,99.63,0.0,4.75,0.0,6.37,23.27,15,0.07,18.2183,-66.2257,0.0,4.6,-0.9144992379172989,2.5097575410600386
2017,Comerío,72045,19914,0,16082,108,7537,172,25.0,0,41.4,0,13523,18017.43,1369,245.12,13491,64.3,4396,466.906843,11.6,1569,20,31.0,97.0,3.6,1.3,58.95,25.01,7047,36.56,21.89,16.6,30.02,16.71,99.61,0.0,4.22,0.0,5.17,23.09,13,0.07,18.2183,-66.2257,135.0,0.0,-1.185927653451102,2.292678183108013
2018,Comerío,72045,19539,0,15911,119,7451,168,26.2,0,40.1,0,12812,16663.69,1348,251.1,13431,66.4,4126,476.4955404,11.3,1519,33,38.0,102.0,3.9,1.4,60.27,26.2,6903,34.5,21.19,17.34,28.88,15.49,99.52,0.0,3.81,0.0,3.98,24.73,11,0.06,18.2183,-66.2257,0.0,0.0,-1.8830973184694177,2.484995500445886
2019,Comerío,72045,19224,0,15774,104,7328,171,23.8,0,40.6,0,13733,17543.47,1218,255.65,13408,70.3,3911,528.5007096,13.3,1783,35,47.0,108.0,4.8,1.6,58.74,23.8,7352,30.59,20.47,18.12,26.56,15.58,99.48,0.0,2.66,0.0,3.45,22.12,11,0.06,18.2183,-66.2257,40.0,4.6,-1.6121602947950286,1.7368135550034782
2020,Comerío,72045,18942,0,15588,139,7099,183,17.2,0,41.6,0,14297,18037.96,1529,258.86,13407,71.0,3356,526.8548187,14.5,1942,86,85.0,110.0,6.2,2.5,53.73,17.21,7746,29.88,19.7,18.9,25.57,14.78,99.58,0.0,1.75,0.0,3.08,22.78,11,0.06,18.2183,-66.2257,45.0,0.0,-1.466916354556802,1.136005944568363
2021,Comerío,72045,18990,0,15805,106,7243,195,14.9,0,42.3,0,14666,17676.05,1925,270.97,13618,72.2,3864,525.6320005,15.0,2046,107,113.0,120.0,5.3,2.0,53.78,14.88,8655,28.62,18.91,19.75,26.24,13.54,99.82,0.0,1.75,0.21,4.06,19.62,11,0.06,18.2183,-66.2257,0.0,0.0,0.25340513145390986,0.5631924064549485
2022,Comerío,72045,18817,0,15755,106,7411,299,12.7,0,40.7,0,16153,18027.68,1314,292.63,13877,72.0,3990,557.0,16.1,2236,95,106.0,110.0,4.3,1.9,53.28,12.67,9825,28.89,18.09,20.59,26.93,12.77,99.87,15.02,2.39,0.18,3.78,19.06,25,0.13,18.2183,-66.2257,75.0,0.0,-0.9110057925223791,0.36491457808805206
2023,Comerío,72045,18775,0,15858,108,7586,305,15.1,0,41.2,0,17254,18493.25,2257,304.7,13822,72.8,3984,477.9382805,18.0,2486,57,90.0,116.0,4.8,1.9,53.01,15.07,10954,28.01,17.48,21.28,26.43,15.45,100.0,15.43,2.68,0.16,3.83,17.21,42,0.22,18.2183,-66.2257,0.0,0.0,-0.22320242334059603,0.20701522656190727
2024,Comerío,72045,18711,0,15955,122,8056,310,15.3,0,40.9,0,17134,17838.03,1751,313.7,13928,72.6,4102,618.6517599,18.3,2547,40,61.0,,3.9,1.7,52.81,15.26,11382,28.22,16.87,22.15,27.06,15.2,100.0,14.04,3.4,0.19,3.08,18.52,79,0.42,18.2183,-66.2257,0.0,0.0,-0.3408788282290298,0.34937274646007027
2011,Corozal,72047,37238,0,28695,114,12686,141,10.8,0,34.3,0,14641,21258.72,1482,224.92,23351,42.4,6508,527.9867423,14.5,3396,59,51.10772936,276.0,0.0,0.0,55.9,10.79,7044,37.42,26.51,12.66,0.0,13.81,99.08,17.45,1.37,0.17,12.75,19.06,147,0.0,18.3411,-66.3161,70.0,0.0,-0.198327615780447,1.7589420497099102
2012,Corozal,72047,37074,0,28764,134,12595,176,11.8,0,34.7,0,15828,22515.45,1119,229.59,23481,65.2,6270,632.9178462,15.8,3702,57,58.0,276.0,0.0,0.0,53.69,11.77,7372,35.34,25.92,13.13,19.66,13.0,99.55,18.75,1.48,0.1,12.64,17.75,173,0.47,18.3411,-66.3161,0.0,0.0,-0.44041033353026116,0.8795493733909596
2013,Corozal,72047,36828,0,28626,156,12923,181,15.9,0,37.0,0,16219,22738.32,1366,232.95,23568,67.0,6338,585.7132404,16.4,3862,93,68.0,282.0,95.1,1.3,52.86,15.9,7879,33.55,25.31,13.67,17.99,12.6,99.77,19.58,1.52,0.33,12.15,17.41,218,0.59,18.3411,-66.3161,0.0,0.0,-0.6635377892862948,0.8952741307151938
2014,Corozal,72047,36463,0,28499,175,13009,212,16.1,0,36.5,0,17020,23481.94,1439,236.72,23594,67.7,6991,573.1265131,15.5,3648,67,66.0,283.0,96.2,1.0,52.71,16.07,7820,32.83,24.66,14.28,18.34,12.18,99.9,20.31,1.75,0.78,12.88,15.05,242,0.66,18.3411,-66.3161,0.0,0.0,-0.9910937330292136,0.5713254900366215
2015,Corozal,72047,35975,0,28342,171,13144,222,23.1,0,36.7,0,15098,20805.02,1498,237.0,23521,68.6,6993,711.114618,14.9,3502,90,70.0,267.0,3.7,1.2,56.6,23.08,7459,31.94,24.08,14.88,19.11,11.93,99.94,19.67,1.78,0.86,11.58,14.39,331,0.92,18.3411,-66.3161,0.0,0.0,-1.3383429778131228,1.0029094071748277
2016,Corozal,72047,35484,0,28219,188,13063,233,27.8,0,38.4,0,14733,20047.97,1499,240.01,23494,68.6,6389,669.4452928,16.1,3790,86,67.0,262.0,3.4,0.8,56.09,27.75,7793,31.87,23.36,15.54,21.62,11.07,99.31,0.0,1.75,0.99,8.81,14.19,334,0.94,18.3411,-66.3161,0.0,0.0,-1.3648366921473198,1.1140029455290072
2017,Corozal,72047,34933,0,28052,175,13010,264,29.1,0,40.4,0,14752,19654.89,1416,245.12,23440,68.3,6633,652.6653047,17.2,4026,92,75.0,279.0,3.7,0.9,55.19,29.11,7887,32.21,22.64,16.29,21.88,10.69,99.14,0.0,1.69,1.25,6.68,15.13,333,0.95,18.3411,-66.3161,150.0,0.0,-1.5528125352271438,1.2449599886705036
2018,Corozal,72047,34165,0,27707,150,12728,313,30.2,0,41.0,0,15088,19623.93,1444,251.1,23263,68.9,6726,769.2242846,16.8,3898,32,31.0,284.0,4.6,1.2,56.29,30.19,7619,31.63,21.88,17.04,25.44,10.34,99.05,0.0,1.54,1.28,5.49,14.68,322,0.94,18.3411,-66.3161,0.0,0.0,-2.1984942604414193,1.1867773606596947
2019,Corozal,72047,33500,0,27368,138,12836,312,32.0,0,42.7,0,15140,19340.87,1353,255.65,23114,69.3,6052,669.4452928,19.2,4438,66,52.0,301.0,5.3,1.1,56.0,32.05,8124,31.19,21.18,17.82,25.9,10.41,99.06,0.0,1.14,0.7,3.88,15.7,333,0.99,18.3411,-66.3161,0.0,4.6,-1.9464364115322708,1.3245984755955524
2020,Corozal,72047,32928,0,27098,144,12921,284,25.9,0,42.7,0,16933,21363.69,1744,258.86,23065,71.5,6240,676.7170753,20.9,4819,42,41.0,303.0,5.9,1.7,52.34,25.91,8829,29.0,20.41,18.61,25.48,10.72,98.83,0.0,1.06,0.77,3.71,15.75,229,0.7,18.3411,-66.3161,45.0,0.0,-1.7074626865671627,0.6381272087494202
2021,Corozal,72047,34631,0,28704,187,13001,263,19.5,0,41.7,0,19285,23243.05,2104,270.97,24558,72.5,7022,721.3910174,21.4,5258,45,44.0,322.0,7.1,2.1,47.8,19.49,9639,28.0,19.79,19.39,22.53,10.77,99.62,0.0,0.74,0.72,4.05,15.39,256,0.74,18.3411,-66.3161,0.0,0.0,5.171890184645278,-0.009664579305463052
2022,Corozal,72047,34459,0,28732,182,13177,466,15.2,0,42.2,0,21670,24184.97,2461,292.63,24749,75.2,7003,701.9294836,21.0,5189,65,54.0,339.0,6.5,1.9,46.11,15.24,11254,25.29,19.1,19.95,24.16,11.98,99.74,23.26,0.89,0.71,4.48,13.18,284,0.82,18.3411,-66.3161,75.0,0.0,-0.4966648378620264,-0.8223840153132759
2023,Corozal,72047,34474,0,29061,171,13371,504,8.3,0,42.5,0,23933,25651.96,2931,304.7,25031,77.7,7018,710.0176054,21.9,5472,53,52.0,346.0,5.2,1.7,44.15,8.32,12491,22.82,18.53,20.59,22.04,11.66,99.75,20.79,1.23,0.52,4.53,11.76,288,0.84,18.3411,-66.3161,0.0,0.0,0.043529992164592635,-1.5828529872718466
2024,Corozal,72047,34444,0,29164,217,13966,491,6.6,0,42.4,0,23797,24774.82,3102,313.7,25277,77.9,7356,658.1261277,21.1,5323,22,37.0,,4.9,1.8,43.14,6.6,12915,22.59,17.95,21.28,22.61,12.76,99.7,20.24,2.36,0.51,5.13,11.78,272,0.79,18.3411,-66.3161,0.0,0.0,-0.08702210361432039,-1.7603808159186132
2011,Culebra,72049,1831,292,1504,239,1195,91,8.1,0,52.3,0,17531,25455.0,3756,224.92,1284,37.3,341,87.32124598,10.7,138,4,92.34717104,30.0,0.0,0.0,44.02,8.14,9553,49.14,19.99,23.05,0.0,10.41,94.59,29.08,4.1,2.93,31.96,33.93,43,0.0,18.303,-65.301,65.0,0.0,-5.56988138215575,3.419778136196321
2012,Culebra,72049,1535,272,1240,235,1207,89,9.0,0,50.2,0,16375,23293.57,3172,229.59,1043,61.3,318,88.76936408,8.1,84,0,13.0,29.0,0.0,0.0,57.13,8.99,8466,50.34,22.02,21.56,12.05,15.98,94.14,30.89,3.48,2.07,36.5,32.83,35,2.28,18.303,-65.301,0.0,4.1,-16.166029492080835,3.9672095435055152
2013,Culebra,72049,1478,290,1223,243,1293,88,6.6,0,51.7,0,16188,22694.86,3327,232.95,1051,60.0,333,97.14422268,7.1,75,0,13.0,32.0,87.8,6.9,53.59,6.65,8142,51.47,18.81,21.79,9.81,16.74,95.47,28.7,2.55,2.94,37.17,29.78,13,0.88,18.303,-65.301,0.0,0.0,-3.7133550488599343,3.4312305567975883
2014,Culebra,72049,1585,255,1292,232,1425,99,3.1,0,55.6,0,18167,25064.42,3907,236.72,1128,60.8,341,94.70480452,10.4,117,15,22.0,35.0,89.8,5.1,43.91,3.06,9041,49.91,19.75,22.4,7.57,15.84,96.34,26.95,2.95,2.46,34.98,32.92,4,0.25,18.303,-65.301,0.0,4.6,7.23951285520974,2.9272284394059644
2015,Culebra,72049,1557,291,1268,225,1491,102,3.2,0,53.9,0,18649,25698.29,3197,237.0,1146,60.6,373,106.737997,10.3,118,13,20.0,34.0,10.1,5.4,45.47,3.22,9333,50.0,19.85,24.41,9.38,13.13,96.6,26.83,3.35,2.55,32.63,30.5,0,0.0,18.303,-65.301,0.0,4.2,-1.766561514195586,2.726396392052934
2016,Culebra,72049,1508,218,1156,156,1519,80,3.6,0,58.2,0,20956,28515.93,3994,240.01,1044,67.1,374,81.63332653,12.5,130,14,20.0,35.0,10.8,5.3,45.75,3.57,10069,44.44,25.13,24.07,6.7,17.09,95.09,0.0,4.54,2.37,34.38,25.34,0,0.0,18.303,-65.301,0.0,0.0,-3.1470777135517047,1.8313701789169339
2017,Culebra,72049,1494,261,1229,216,1512,98,1.6,0,56.1,0,23355,31117.13,3397,245.12,1119,66.4,369,88.63972022,14.7,164,11,17.0,38.0,12.9,5.9,41.75,1.59,11450,44.41,19.34,28.51,7.03,11.15,92.3,0.0,5.29,2.31,30.96,22.5,0,0.0,18.303,-65.301,155.0,0.0,-0.9283819628647216,1.1563127045888686
2018,Culebra,72049,1314,218,1077,175,1541,87,0.8,0,55.1,0,23802,30957.64,4314,251.1,975,69.4,351,104.2353107,15.5,151,12,18.0,39.0,10.5,4.6,41.91,0.84,11830,42.97,20.17,31.05,7.15,9.47,92.62,0.0,5.45,1.69,35.37,25.26,0,0.0,18.303,-65.301,0.0,0.0,-12.048192771084343,1.3167316461997747
2019,Culebra,72049,1311,240,1090,192,1528,110,3.1,0,56.0,0,23333,29807.16,5698,255.65,968,70.4,350,86.31338251,15.3,148,0,14.0,40.0,12.4,4.0,36.02,3.11,15027,42.15,19.45,32.57,11.67,8.51,92.6,0.0,6.02,1.9,37.55,24.07,0,0.0,18.303,-65.301,70.0,0.0,-0.22831050228310223,0.7526642835397954
2020,Culebra,72049,1371,282,1120,225,1493,109,3.3,0,57.1,0,25658,32371.68,7233,258.86,982,77.7,340,96.10411021,17.7,174,0,14.0,41.0,12.6,4.7,30.95,3.28,15830,34.62,20.5,33.26,8.9,9.34,92.78,0.0,6.36,0.87,35.41,17.12,0,0.0,18.303,-65.301,45.0,0.0,4.576659038901609,-0.837536205623659
2021,Culebra,72049,1293,246,1103,207,1464,109,2.5,0,57.8,0,25104,30256.34,5802,270.97,940,81.6,332,86.31338251,17.6,165,0,15.0,47.0,13.5,5.7,23.02,2.51,16250,31.28,17.01,32.64,7.12,8.38,94.35,0.0,7.38,0.55,34.15,17.18,0,0.0,18.303,-65.301,0.0,4.8,-5.689277899343548,-1.58577273343907
2022,Culebra,72049,1186,190,1013,153,1466,117,3.2,0,58.5,0,25483,28440.5,2699,292.63,812,83.3,322,81.39410298,15.6,127,0,15.0,52.0,13.5,6.3,23.52,3.2,17226,31.65,17.37,32.12,8.18,9.62,96.37,20.81,8.32,0.95,36.91,24.16,0,0.0,18.303,-65.301,0.0,0.0,-8.275328692962102,-0.7477979412207113
2023,Culebra,72049,1281,215,1107,188,1449,115,3.3,0,60.5,0,27614,29597.35,4316,304.7,838,85.8,317,76.4198927,16.2,136,0,15.0,55.0,13.3,5.8,20.84,3.28,18319,28.64,15.93,27.79,8.35,8.18,94.54,19.86,7.87,1.04,36.45,20.09,0,0.0,18.303,-65.301,0.0,4.18,8.01011804384486,-1.597555218412855
2024,Culebra,72049,1387,246,1205,195,1539,105,0.0,0,58.9,0,29630,30847.49,7604,313.7,948,90.0,443,122.8006515,18.1,172,0,15.0,,10.2,5.6,25.74,0.0,16635,22.78,15.28,31.65,6.56,10.11,96.61,17.18,8.12,0.97,29.39,18.89,0,0.0,18.303,-65.301,0.0,0.0,8.274785323965661,-1.9925311931682281
2011,Dorado,72051,37942,0,29275,96,15262,193,14.4,0,52.7,0,27701,40221.83,2240,224.92,24542,53.3,6448,463.4403953,27.1,6640,123,54.81788029,402.0,0.0,0.0,33.48,14.42,15125,25.27,26.57,12.22,0.0,12.55,98.41,32.96,5.14,0.31,7.16,15.72,65,0.0,18.4588,-66.2677,70.0,0.0,0.8264462809917328,-0.7864275892451501
2012,Dorado,72051,38179,0,29481,125,15225,190,15.4,0,51.8,0,28530,40584.15,1876,229.59,24837,75.8,6463,568.9604556,27.6,6865,125,67.0,422.0,0.0,0.0,36.16,15.44,14591,24.73,26.25,12.67,17.93,13.78,97.89,32.21,5.1,0.11,8.05,14.93,58,0.15,18.4588,-66.2677,0.0,0.0,0.6246376047651658,-1.137988022250641
